A0,A1,A2,A3,I0,I1,I2,I3,D0,D1,D2,D3,landslide
0,0,0.330279559,0,0,0,0.165139779,0,0,0,2,0,0
0,0,0,0.330279559,0,0,0,0.165139779,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.79428266,0,0,0,0.39714133,0,0,0,2,0,0,0,0
0,0.79428266,0,0,0,0.39714133,0,0,0,2,0,0,0
0.198367119,0,0.79428266,0,0.198367119,0,0.39714133,0,1,0,2,0,0
2.594802439,0.198367119,0,0.79428266,1.29740122,0.198367119,0,0.39714133,2,1,0,2,0
6.024317205,2.594802439,0.198367119,0,1.204863441,1.29740122,0.198367119,0,5,2,1,0,0
5.922121868,6.024317205,2.594802439,0.198367119,1.184424374,1.204863441,1.29740122,0.198367119,5,5,2,1,0
57.4604578,5.922121868,6.024317205,2.594802439,11.49209156,1.184424374,1.204863441,1.29740122,5,5,5,2,0
55.53559458,57.4604578,5.922121868,6.024317205,11.10711892,11.49209156,1.184424374,1.204863441,5,5,5,5,0
120.0579537,55.53559458,57.4604578,5.922121868,24.01159074,11.10711892,11.49209156,1.184424374,5,5,5,5,1
28.51171303,120.0579537,55.53559458,57.4604578,14.25585651,24.01159074,11.10711892,11.49209156,2,5,5,5,0
10.55282688,28.51171303,120.0579537,55.53559458,5.276413441,14.25585651,24.01159074,11.10711892,2,2,5,5,0
11.66124845,10.55282688,28.51171303,120.0579537,3.887082815,5.276413441,14.25585651,24.01159074,3,2,2,5,1
24.14244995,11.66124845,10.55282688,28.51171303,8.047483315,3.887082815,5.276413441,14.25585651,3,3,2,2,0
8.644112259,24.14244995,11.66124845,10.55282688,1.728822452,8.047483315,3.887082815,5.276413441,5,3,3,2,0
13.56896973,8.644112259,24.14244995,11.66124845,4.522989909,1.728822452,8.047483315,3.887082815,3,5,3,3,0
0,13.56896973,8.644112259,24.14244995,0,4.522989909,1.728822452,8.047483315,0,3,5,3,0
0.337557763,0,13.56896973,8.644112259,0.337557763,0,4.522989909,1.728822452,1,0,3,5,0
5.048629582,0.337557763,0,13.56896973,1.682876527,0.337557763,0,4.522989909,3,1,0,3,0
14.06255613,5.048629582,0.337557763,0,2.008936589,1.682876527,0.337557763,0,7,3,1,0,0
12.40747036,14.06255613,5.048629582,0.337557763,1.550933795,2.008936589,1.682876527,0.337557763,8,7,3,1,0
9.821944475,12.40747036,14.06255613,5.048629582,2.455486119,1.550933795,2.008936589,1.682876527,4,8,7,3,0
3.096734285,9.821944475,12.40747036,14.06255613,1.548367143,2.455486119,1.550933795,2.008936589,2,4,8,7,0
0.264495075,3.096734285,9.821944475,12.40747036,0.264495075,1.548367143,2.455486119,1.550933795,1,2,4,8,0
10.5230308,0.264495075,3.096734285,9.821944475,3.507676934,0.264495075,1.548367143,2.455486119,3,1,2,4,0
31.32501927,10.5230308,0.264495075,3.096734285,7.831254818,3.507676934,0.264495075,1.548367143,4,3,1,2,0
0,31.32501927,10.5230308,0.264495075,0,7.831254818,3.507676934,0.264495075,0,4,3,1,0
2.81221056,0,31.32501927,10.5230308,2.81221056,0,7.831254818,3.507676934,1,0,4,3,0
17.41086395,2.81221056,0,31.32501927,1.934540439,2.81221056,0,7.831254818,9,1,0,4,0
33.41978723,17.41086395,2.81221056,0,3.038162475,1.934540439,2.81221056,0,11,9,1,0,0
3.702319354,33.41978723,17.41086395,2.81221056,1.851159677,3.038162475,1.934540439,2.81221056,2,11,9,1,0
3.781608403,3.702319354,33.41978723,17.41086395,0.945402101,1.851159677,3.038162475,1.934540439,4,2,11,9,0
32.73105766,3.781608403,3.702319354,33.41978723,4.091382207,0.945402101,1.851159677,3.038162475,8,4,2,11,0
17.99376193,32.73105766,3.781608403,3.702319354,1.999306881,4.091382207,0.945402101,1.851159677,9,8,4,2,0
40.58313131,17.99376193,32.73105766,3.781608403,8.116626263,1.999306881,4.091382207,0.945402101,5,9,8,4,0
13.27974153,40.58313131,17.99376193,32.73105766,2.655948305,8.116626263,1.999306881,4.091382207,5,5,9,8,0
35.17711496,13.27974153,40.58313131,17.99376193,5.862852494,2.655948305,8.116626263,1.999306881,6,5,5,9,0
10.89587691,35.17711496,13.27974153,40.58313131,1.361984614,5.862852494,2.655948305,8.116626263,8,6,5,5,0
38.53909707,10.89587691,35.17711496,13.27974153,4.817387134,1.361984614,5.862852494,2.655948305,8,8,6,5,0
2.313798666,38.53909707,10.89587691,35.17711496,1.156899333,4.817387134,1.361984614,5.862852494,2,8,8,6,0
7.203672767,2.313798666,38.53909707,10.89587691,2.401224256,1.156899333,4.817387134,1.361984614,3,2,8,8,0
8.396165088,7.203672767,2.313798666,38.53909707,1.399360848,2.401224256,1.156899333,4.817387134,6,3,2,8,0
27.3620193,8.396165088,7.203672767,2.313798666,5.47240386,1.399360848,2.401224256,1.156899333,5,6,3,2,0
18.83240333,27.3620193,8.396165088,7.203672767,2.690343333,5.47240386,1.399360848,2.401224256,7,5,6,3,0
90.4796536,18.83240333,27.3620193,8.396165088,6.031976906,2.690343333,5.47240386,1.399360848,15,7,5,6,1
22.19200996,90.4796536,18.83240333,27.3620193,1.849334163,6.031976906,2.690343333,5.47240386,12,15,7,5,0
49.01201445,22.19200996,90.4796536,18.83240333,2.722889692,1.849334163,6.031976906,2.690343333,18,12,15,7,1
14.83231557,49.01201445,22.19200996,90.4796536,1.483231557,2.722889692,1.849334163,6.031976906,10,18,12,15,0
57.65083847,14.83231557,49.01201445,22.19200996,6.405648719,1.483231557,2.722889692,1.849334163,9,10,18,12,0
25.59477842,57.65083847,14.83231557,49.01201445,3.656396917,6.405648719,1.483231557,2.722889692,7,9,10,18,1
3.416395754,25.59477842,57.65083847,14.83231557,0.683279151,3.656396917,6.405648719,1.483231557,5,7,9,10,0
7.607784584,3.416395754,25.59477842,57.65083847,1.267964097,0.683279151,3.656396917,6.405648719,6,5,7,9,0
3.766530514,7.607784584,3.416395754,25.59477842,1.255510171,1.267964097,0.683279151,3.656396917,3,6,5,7,0
0,3.766530514,7.607784584,3.416395754,0,1.255510171,1.267964097,0.683279151,0,3,6,5,0
1.956672668,0,3.766530514,7.607784584,1.956672668,0,1.255510171,1.267964097,1,0,3,6,0
0.294422716,1.956672668,0,3.766530514,0.294422716,1.956672668,0,1.255510171,1,1,0,3,0
0,0.294422716,1.956672668,0,0,0.294422716,1.956672668,0,0,1,1,0,0
1.516212583,0,0.294422716,1.956672668,0.758106291,0,0.294422716,1.956672668,2,0,1,1,0
8.726246536,1.516212583,0,0.294422716,1.745249307,0.758106291,0,0.294422716,5,2,0,1,0
7.961279929,8.726246536,1.516212583,0,1.990319982,1.745249307,0.758106291,0,4,5,2,0,0
0,7.961279929,8.726246536,1.516212583,0,1.990319982,1.745249307,0.758106291,0,4,5,2,0
1.003829598,0,7.961279929,8.726246536,1.003829598,0,1.990319982,1.745249307,1,0,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3.295908093,0,0,0,1.647954047,0,0,0,2,0,0,0,0
25.87418723,3.295908093,0,0,2.874909692,1.647954047,0,0,9,2,0,0,0
14.02737847,25.87418723,3.295908093,0,2.805475694,2.874909692,1.647954047,0,5,9,2,0,0
27.77809298,14.02737847,25.87418723,3.295908093,3.472261623,2.805475694,2.874909692,1.647954047,8,5,9,2,0
1.072809577,27.77809298,14.02737847,25.87418723,1.072809577,3.472261623,2.805475694,2.874909692,1,8,5,9,0
0.482183129,1.072809577,27.77809298,14.02737847,0.482183129,1.072809577,3.472261623,2.805475694,1,1,8,5,0
3.060711548,0.482183129,1.072809577,27.77809298,0.510118591,0.482183129,1.072809577,3.472261623,6,1,1,8,0
1.118856043,3.060711548,0.482183129,1.072809577,0.559428021,0.510118591,0.482183129,1.072809577,2,6,1,1,0
2.192871541,1.118856043,3.060711548,0.482183129,1.09643577,0.559428021,0.510118591,0.482183129,2,2,6,1,0
4.974245012,2.192871541,1.118856043,3.060711548,0.994849002,1.09643577,0.559428021,0.510118591,5,2,2,6,0
17.98867615,4.974245012,2.192871541,1.118856043,1.998741794,0.994849002,1.09643577,0.559428021,9,5,2,2,0
15.72165552,17.98867615,4.974245012,2.192871541,3.930413879,1.998741794,0.994849002,1.09643577,4,9,5,2,0
6.522621036,15.72165552,17.98867615,4.974245012,1.304524207,3.930413879,1.998741794,0.994849002,5,4,9,5,0
0.25682354,6.522621036,15.72165552,17.98867615,0.25682354,1.304524207,3.930413879,1.998741794,1,5,4,9,0
4.204527915,0.25682354,6.522621036,15.72165552,2.102263957,0.25682354,1.304524207,3.930413879,2,1,5,4,0
4.651252478,4.204527915,0.25682354,6.522621036,2.325626239,2.102263957,0.25682354,1.304524207,2,2,1,5,0
23.56910022,4.651252478,4.204527915,0.25682354,5.892275054,2.325626239,2.102263957,0.25682354,4,2,2,1,0
9.547229692,23.56910022,4.651252478,4.204527915,1.193403712,5.892275054,2.325626239,2.102263957,8,4,2,2,0
34.58138883,9.547229692,23.56910022,4.651252478,4.322673604,1.193403712,5.892275054,2.325626239,8,8,4,2,0
20.28630938,34.58138883,9.547229692,23.56910022,1.690525781,4.322673604,1.193403712,5.892275054,12,8,8,4,0
20.7603875,20.28630938,34.58138883,9.547229692,2.595048437,1.690525781,4.322673604,1.193403712,8,12,8,8,0
3.112290204,20.7603875,20.28630938,34.58138883,1.037430068,2.595048437,1.690525781,4.322673604,3,8,12,8,0
2.479734376,3.112290204,20.7603875,20.28630938,0.309966797,1.037430068,2.595048437,1.690525781,8,3,8,12,0
2.767696142,2.479734376,3.112290204,20.7603875,0.553539228,0.309966797,1.037430068,2.595048437,5,8,3,8,0
16.71200064,2.767696142,2.479734376,3.112290204,2.78533344,0.553539228,0.309966797,1.037430068,6,5,8,3,0
13.41943479,16.71200064,2.767696142,2.479734376,2.236572464,2.78533344,0.553539228,0.309966797,6,6,5,8,0
16.93815117,13.41943479,16.71200064,2.767696142,1.882016796,2.236572464,2.78533344,0.553539228,9,6,6,5,0
6.563164175,16.93815117,13.41943479,16.71200064,3.281582087,1.882016796,2.236572464,2.78533344,2,9,6,6,0
14.73612876,6.563164175,16.93815117,13.41943479,1.63734764,3.281582087,1.882016796,2.236572464,9,2,9,6,0
36.12398526,14.73612876,6.563164175,16.93815117,3.010332105,1.63734764,3.281582087,1.882016796,12,9,2,9,0
42.19520937,36.12398526,14.73612876,6.563164175,4.219520937,3.010332105,1.63734764,3.281582087,10,12,9,2,0
39.43317173,42.19520937,36.12398526,14.73612876,2.464573233,4.219520937,3.010332105,1.63734764,16,10,12,9,0
9.991876662,39.43317173,42.19520937,36.12398526,1.665312777,2.464573233,4.219520937,3.010332105,6,16,10,12,0
2.248530865,9.991876662,39.43317173,42.19520937,2.248530865,1.665312777,2.464573233,4.219520937,1,6,16,10,0
73.74885768,2.248530865,9.991876662,39.43317173,5.267775548,2.248530865,1.665312777,2.464573233,14,1,6,16,1
5.179436505,73.74885768,2.248530865,9.991876662,0.863239417,5.267775548,2.248530865,1.665312777,6,14,1,6,0
11.0355019,5.179436505,73.74885768,2.248530865,1.576500271,0.863239417,5.267775548,2.248530865,7,6,14,1,0
5.462476313,11.0355019,5.179436505,73.74885768,1.365619078,1.576500271,0.863239417,5.267775548,4,7,6,14,0
38.10919571,5.462476313,11.0355019,5.179436505,3.175766309,1.365619078,1.576500271,0.863239417,12,4,7,6,1
6.834837332,38.10919571,5.462476313,11.0355019,1.139139555,3.175766309,1.365619078,1.576500271,6,12,4,7,0
0,6.834837332,38.10919571,5.462476313,0,1.139139555,3.175766309,1.365619078,0,6,12,4,0
2.612453908,0,6.834837332,38.10919571,0.522490782,0,1.139139555,3.175766309,5,0,6,12,0
2.06983754,2.612453908,0,6.834837332,0.295691077,0.522490782,0,1.139139555,7,5,0,6,0
0.158872873,2.06983754,2.612453908,0,0.158872873,0.295691077,0.522490782,0,1,7,5,0,0
16.47479075,0.158872873,2.06983754,2.612453908,1.49770825,0.158872873,0.295691077,0.522490782,11,1,7,5,0
7.889961004,16.47479075,0.158872873,2.06983754,1.972490251,1.49770825,0.158872873,0.295691077,4,11,1,7,0
8.385807782,7.889961004,16.47479075,0.158872873,2.096451946,1.972490251,1.49770825,0.158872873,4,4,11,1,0
0,8.385807782,7.889961004,16.47479075,0,2.096451946,1.972490251,1.49770825,0,4,4,11,0
3.18888998,0,8.385807782,7.889961004,1.59444499,0,2.096451946,1.972490251,2,0,4,4,0
3.281032845,3.18888998,0,8.385807782,1.093677615,1.59444499,0,2.096451946,3,2,0,4,0
42.11612937,3.281032845,3.18888998,0,4.211612937,1.093677615,1.59444499,0,10,3,2,0,0
6.724035539,42.11612937,3.281032845,3.18888998,1.344807108,4.211612937,1.093677615,1.59444499,5,10,3,2,0
24.2795696,6.724035539,42.11612937,3.281032845,3.0349462,1.344807108,4.211612937,1.093677615,8,5,10,3,0
62.55715893,24.2795696,6.724035539,42.11612937,5.213096578,3.0349462,1.344807108,4.211612937,12,8,5,10,1
0,62.55715893,24.2795696,6.724035539,0,5.213096578,3.0349462,1.344807108,0,12,8,5,0
0,0,62.55715893,24.2795696,0,0,5.213096578,3.0349462,0,0,12,8,0
9.153124981,0,0,62.55715893,1.144140623,0,0,5.213096578,8,0,0,12,0
2.309557289,9.153124981,0,0,0.577389322,1.144140623,0,0,4,8,0,0,0
4.511037439,2.309557289,9.153124981,0,0.56387968,0.577389322,1.144140623,0,8,4,8,0,0
0,4.511037439,2.309557289,9.153124981,0,0.56387968,0.577389322,1.144140623,0,8,4,8,0
0.163315609,0,4.511037439,2.309557289,0.163315609,0,0.56387968,0.577389322,1,0,8,4,0
2.63280607,0.163315609,0,4.511037439,0.877602023,0.163315609,0,0.56387968,3,1,0,8,0
6.696678251,2.63280607,0.163315609,0,1.674169563,0.877602023,0.163315609,0,4,3,1,0,0
14.93032128,6.696678251,2.63280607,0.163315609,2.986064255,1.674169563,0.877602023,0.163315609,5,4,3,1,0
2.738760807,14.93032128,6.696678251,2.63280607,0.547752161,2.986064255,1.674169563,0.877602023,5,5,4,3,0
22.76836452,2.738760807,14.93032128,6.696678251,2.846045565,0.547752161,2.986064255,1.674169563,8,5,5,4,0
50.0116967,22.76836452,2.738760807,14.93032128,5.556855188,2.846045565,0.547752161,2.986064255,9,8,5,5,1
15.25504076,50.0116967,22.76836452,2.738760807,3.813760191,5.556855188,2.846045565,0.547752161,4,9,8,5,0
23.00959456,15.25504076,50.0116967,22.76836452,7.669864853,3.813760191,5.556855188,2.846045565,3,4,9,8,0
43.27261583,23.00959456,15.25504076,50.0116967,4.808068425,7.669864853,3.813760191,5.556855188,9,3,4,9,0
26.94455667,43.27261583,23.00959456,15.25504076,2.99383963,4.808068425,7.669864853,3.813760191,9,9,3,4,0
6.025819138,26.94455667,43.27261583,23.00959456,2.008606379,2.99383963,4.808068425,7.669864853,3,9,9,3,1
8.251614094,6.025819138,26.94455667,43.27261583,2.062903523,2.008606379,2.99383963,4.808068425,4,3,9,9,0
0,8.251614094,6.025819138,26.94455667,0,2.062903523,2.008606379,2.99383963,0,4,3,9,0
7.590585947,0,8.251614094,6.025819138,2.530195316,0,2.062903523,2.008606379,3,0,4,3,0
13.61780882,7.590585947,0,8.251614094,2.723561764,2.530195316,0,2.062903523,5,3,0,4,0
90.18608904,13.61780882,7.590585947,0,11.27326113,2.723561764,2.530195316,0,8,5,3,0,0
20.76013527,90.18608904,13.61780882,7.590585947,3.460022545,11.27326113,2.723561764,2.530195316,6,8,5,3,0
4.907238789,20.76013527,90.18608904,13.61780882,1.635746263,3.460022545,11.27326113,2.723561764,3,6,8,5,0
49.4813354,4.907238789,20.76013527,90.18608904,9.89626708,1.635746263,3.460022545,11.27326113,5,3,6,8,0
21.1579926,49.4813354,4.907238789,20.76013527,3.5263321,9.89626708,1.635746263,3.460022545,6,5,3,6,0
25.42749414,21.1579926,49.4813354,4.907238789,1.955961088,3.5263321,9.89626708,1.635746263,13,6,5,3,0
33.02119975,25.42749414,21.1579926,49.4813354,2.751766646,1.955961088,3.5263321,9.89626708,12,13,6,5,1
48.75298417,33.02119975,25.42749414,21.1579926,4.875298417,2.751766646,1.955961088,3.5263321,10,12,13,6,1
0,48.75298417,33.02119975,25.42749414,0,4.875298417,2.751766646,1.955961088,0,10,12,13,0
10.95774926,0,48.75298417,33.02119975,2.739437316,0,4.875298417,2.751766646,4,0,10,12,0
0,10.95774926,0,48.75298417,0,2.739437316,0,4.875298417,0,4,0,10,0
10.69498158,0,10.95774926,0,1.527854511,0,2.739437316,0,7,0,4,0,0
6.333518818,10.69498158,0,10.95774926,1.266703764,1.527854511,0,2.739437316,5,7,0,4,0
11.19429064,6.333518818,10.69498158,0,1.39928633,1.266703764,1.527854511,0,8,5,7,0,0
0.670306906,11.19429064,6.333518818,10.69498158,0.335153453,1.39928633,1.266703764,1.527854511,2,8,5,7,0
0.411717981,0.670306906,11.19429064,6.333518818,0.411717981,0.335153453,1.39928633,1.266703764,1,2,8,5,0
23.29896563,0.411717981,0.670306906,11.19429064,2.588773959,0.411717981,0.335153453,1.39928633,9,1,2,8,0
8.971812978,23.29896563,0.411717981,0.670306906,2.242953245,2.588773959,0.411717981,0.335153453,4,9,1,2,0
0,8.971812978,23.29896563,0.411717981,0,2.242953245,2.588773959,0.411717981,0,4,9,1,0
46.45440071,0,8.971812978,23.29896563,7.742400118,0,2.242953245,2.588773959,6,0,4,9,0
0,46.45440071,0,8.971812978,0,7.742400118,0,2.242953245,0,6,0,4,0
2.902148247,0,46.45440071,0,2.902148247,0,7.742400118,0,1,0,6,0,0
37.39395261,2.902148247,0,46.45440071,6.232325435,2.902148247,0,7.742400118,6,1,0,6,0
0,37.39395261,2.902148247,0,0,6.232325435,2.902148247,0,0,6,1,0,0
0,0,37.39395261,2.902148247,0,0,6.232325435,2.902148247,0,0,6,1,0
0,0,0,37.39395261,0,0,0,6.232325435,0,0,0,6,0
25.81978773,0,0,0,2.34725343,0,0,0,11,0,0,0,0
17.03893471,25.81978773,0,0,2.839822451,2.34725343,0,0,6,11,0,0,0
0,17.03893471,25.81978773,0,0,2.839822451,2.34725343,0,0,6,11,0,0
12.15844774,0,17.03893471,25.81978773,3.039611936,0,2.839822451,2.34725343,4,0,6,11,0
11.16794229,12.15844774,0,17.03893471,2.233588457,3.039611936,0,2.839822451,5,4,0,6,0
7.662086129,11.16794229,12.15844774,0,1.915521532,2.233588457,3.039611936,0,4,5,4,0,0
0.648531914,7.662086129,11.16794229,12.15844774,0.648531914,1.915521532,2.233588457,3.039611936,1,4,5,4,0
2.002655476,0.648531914,7.662086129,11.16794229,1.001327738,0.648531914,1.915521532,2.233588457,2,1,4,5,0
4.519958049,2.002655476,0.648531914,7.662086129,1.506652683,1.001327738,0.648531914,1.915521532,3,2,1,4,0
10.17451227,4.519958049,2.002655476,0.648531914,2.543628067,1.506652683,1.001327738,0.648531914,4,3,2,1,0
6.605965883,10.17451227,4.519958049,2.002655476,1.321193177,2.543628067,1.506652683,1.001327738,5,4,3,2,0
11.8862825,6.605965883,10.17451227,4.519958049,1.485785312,1.321193177,2.543628067,1.506652683,8,5,4,3,0
0,11.8862825,6.605965883,10.17451227,0,1.485785312,1.321193177,2.543628067,0,8,5,4,0
0.689444482,0,11.8862825,6.605965883,0.689444482,0,1.485785312,1.321193177,1,0,8,5,0
6.30282639,0.689444482,0,11.8862825,1.260565278,0.689444482,0,1.485785312,5,1,0,8,0
19.77495563,6.30282639,0.689444482,0,2.824993661,1.260565278,0.689444482,0,7,5,1,0,0
13.88056382,19.77495563,6.30282639,0.689444482,2.313427303,2.824993661,1.260565278,0.689444482,6,7,5,1,0
11.38553624,13.88056382,19.77495563,6.30282639,1.897589373,2.313427303,2.824993661,1.260565278,6,6,7,5,0
1.329977036,11.38553624,13.88056382,19.77495563,1.329977036,1.897589373,2.313427303,2.824993661,1,6,6,7,0
6.261281252,1.329977036,11.38553624,13.88056382,1.565320313,1.329977036,1.897589373,2.313427303,4,1,6,6,0
1.154408455,6.261281252,1.329977036,11.38553624,1.154408455,1.565320313,1.329977036,1.897589373,1,4,1,6,0
3.738743603,1.154408455,6.261281252,1.329977036,1.246247868,1.154408455,1.565320313,1.329977036,3,1,4,1,0
4.222939171,3.738743603,1.154408455,6.261281252,1.055734793,1.246247868,1.154408455,1.565320313,4,3,1,4,0
3.21604389,4.222939171,3.738743603,1.154408455,1.608021945,1.055734793,1.246247868,1.154408455,2,4,3,1,0
3.780379415,3.21604389,4.222939171,3.738743603,1.890189707,1.608021945,1.055734793,1.246247868,2,2,4,3,0
6.49333436,3.780379415,3.21604389,4.222939171,1.298666872,1.890189707,1.608021945,1.055734793,5,2,2,4,0
6.044220686,6.49333436,3.780379415,3.21604389,1.511055171,1.298666872,1.890189707,1.608021945,4,5,2,2,0
10.13384986,6.044220686,6.49333436,3.780379415,5.06692493,1.511055171,1.298666872,1.890189707,2,4,5,2,0
7.235377625,10.13384986,6.044220686,6.49333436,3.617688812,5.06692493,1.511055171,1.298666872,2,2,4,5,0
14.2474044,7.235377625,10.13384986,6.044220686,3.561851099,3.617688812,5.06692493,1.511055171,4,2,2,4,0
0,14.2474044,7.235377625,10.13384986,0,3.561851099,3.617688812,5.06692493,0,4,2,2,0
28.20799423,0,14.2474044,7.235377625,3.134221581,0,3.561851099,3.617688812,9,0,4,2,0
8.266325593,28.20799423,0,14.2474044,2.066581398,3.134221581,0,3.561851099,4,9,0,4,0
0.735845707,8.266325593,28.20799423,0,0.367922854,2.066581398,3.134221581,0,2,4,9,0,0
0,0.735845707,8.266325593,28.20799423,0,0.367922854,2.066581398,3.134221581,0,2,4,9,0
0,0,0.735845707,8.266325593,0,0,0.367922854,2.066581398,0,0,2,4,0
2.889300831,0,0,0.735845707,0.963100277,0,0,0.367922854,3,0,0,2,0
5.085571289,2.889300831,0,0,1.271392822,0.963100277,0,0,4,3,0,0,0
12.33171006,5.085571289,2.889300831,0,1.761672866,1.271392822,0.963100277,0,7,4,3,0,0
20.4412995,12.33171006,5.085571289,2.889300831,4.0882599,1.761672866,1.271392822,0.963100277,5,7,4,3,0
1.669706672,20.4412995,12.33171006,5.085571289,0.834853336,4.0882599,1.761672866,1.271392822,2,5,7,4,0
0.291188449,1.669706672,20.4412995,12.33171006,0.291188449,0.834853336,4.0882599,1.761672866,1,2,5,7,0
0,0.291188449,1.669706672,20.4412995,0,0.291188449,0.834853336,4.0882599,0,1,2,5,0
0,0,0.291188449,1.669706672,0,0,0.291188449,0.834853336,0,0,1,2,0
33.43170825,0,0,0.291188449,6.686341649,0,0,0.291188449,5,0,0,1,0
0.101781689,33.43170825,0,0,0.101781689,6.686341649,0,0,1,5,0,0,0
20.22652608,0.101781689,33.43170825,0,3.37108768,0.101781689,6.686341649,0,6,1,5,0,0
13.68558949,20.22652608,0.101781689,33.43170825,1.710698687,3.37108768,0.101781689,6.686341649,8,6,1,5,0
12.37231046,13.68558949,20.22652608,0.101781689,1.124755496,1.710698687,3.37108768,0.101781689,11,8,6,1,0
12.78537153,12.37231046,13.68558949,20.22652608,3.196342882,1.124755496,1.710698687,3.37108768,4,11,8,6,0
1.205851078,12.78537153,12.37231046,13.68558949,1.205851078,3.196342882,1.124755496,1.710698687,1,4,11,8,0
0,1.205851078,12.78537153,12.37231046,0,1.205851078,3.196342882,1.124755496,0,1,4,11,0
0,0,1.205851078,12.78537153,0,0,1.205851078,3.196342882,0,0,1,4,0
0,0,0,1.205851078,0,0,0,1.205851078,0,0,0,1,0
35.44427955,0,0,0,7.08885591,0,0,0,5,0,0,0,1
28.62576734,35.44427955,0,0,4.089395334,7.08885591,0,0,7,5,0,0,1
0,28.62576734,35.44427955,0,0,4.089395334,7.08885591,0,0,7,5,0,0
9.165669091,0,28.62576734,35.44427955,0.916566909,0,4.089395334,7.08885591,10,0,7,5,0
4.35622675,9.165669091,0,28.62576734,1.452075583,0.916566909,0,4.089395334,3,10,0,7,0
0,4.35622675,9.165669091,0,0,1.452075583,0.916566909,0,0,3,10,0,0
0,0,4.35622675,9.165669091,0,0,1.452075583,0.916566909,0,0,3,10,0
2.937080741,0,0,4.35622675,0.979026914,0,0,1.452075583,3,0,0,3,0
32.50384991,2.937080741,0,0,4.64340713,0.979026914,0,0,7,3,0,0,0
7.795265898,32.50384991,2.937080741,0,0.974408237,4.64340713,0.979026914,0,8,7,3,0,0
2.286710881,7.795265898,32.50384991,2.937080741,0.57167772,0.974408237,4.64340713,0.979026914,4,8,7,3,0
0,2.286710881,7.795265898,32.50384991,0,0.57167772,0.974408237,4.64340713,0,4,8,7,0
0,0,2.286710881,7.795265898,0,0,0.57167772,0.974408237,0,0,4,8,0
3.671852618,0,0,2.286710881,0.524550374,0,0,0.57167772,7,0,0,4,0
0,3.671852618,0,0,0,0.524550374,0,0,0,7,0,0,0
0,0,3.671852618,0,0,0,0.524550374,0,0,0,7,0,0
0.689490691,0,0,3.671852618,0.344745345,0,0,0.524550374,2,0,0,7,0
0,0.689490691,0,0,0,0.344745345,0,0,0,2,0,0,0
0,0,0.689490691,0,0,0,0.344745345,0,0,0,2,0,0
0,0,0,0.689490691,0,0,0,0.344745345,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7.286662698,0,0,0,2.428887566,0,0,0,3,0,0,0,0
5.071578771,7.286662698,0,0,1.267894693,2.428887566,0,0,4,3,0,0,0
0,5.071578771,7.286662698,0,0,1.267894693,2.428887566,0,0,4,3,0,0
0.732289195,0,5.071578771,7.286662698,0.732289195,0,1.267894693,2.428887566,1,0,4,3,0
33.56835914,0.732289195,0,5.071578771,3.729817682,0.732289195,0,1.267894693,9,1,0,4,0
0,33.56835914,0.732289195,0,0,3.729817682,0.732289195,0,0,9,1,0,0
0,0,33.56835914,0.732289195,0,0,3.729817682,0.732289195,0,0,9,1,0
0,0,0,33.56835914,0,0,0,3.729817682,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.52293855,0,0,0,0.52293855,0,0,0,1,0,0,0,0
1.924292803,0.52293855,0,0,0.641430934,0.52293855,0,0,3,1,0,0,0
6.574745506,1.924292803,0.52293855,0,2.191581835,0.641430934,0.52293855,0,3,3,1,0,0
0,6.574745506,1.924292803,0.52293855,0,2.191581835,0.641430934,0.52293855,0,3,3,1,0
0,0,6.574745506,1.924292803,0,0,2.191581835,0.641430934,0,0,3,3,0
0,0,0,6.574745506,0,0,0,2.191581835,0,0,0,3,0
